cellIndex	x	z	P	Q	matNum	fixed
1372	35.75	6.75	3.25	0	97	false
1373	36.25	6.75	3.25	0	96	false
1374	36.75	6.75	3.25	0	96	false
1375	37.25	6.75	3.25	0	90	false
1376	37.75	6.75	3.25	0	89	false
1377	38.25	6.75	3.25	0	99	false
1378	38.75	6.75	3.25	0	82	false
1379	39.25	6.75	3.25	0	74	false
1380	39.75	6.75	3.25	0	58	false
1381	40.25	6.75	3.25	0	37	false
1382	40.75	6.75	3.25	0	2	false
1383	41.25	6.75	3.25	0	7	false
1384	41.75	6.75	3.25	0	12	false
1385	42.25	6.75	3.25	0	5	false
1386	42.75	6.75	3.25	0	24	false
1387	43.25	6.75	3.25	0	24	false
1388	43.75	6.75	3.25	0	9	false
1389	44.25	6.75	3.25	0	15	false
1390	44.75	6.75	3.25	0	20	false
1391	45.25	6.75	3.25	0	41	false
1392	45.75	6.75	3.25	0	7	false
1393	46.25	6.75	3.25	0	3	false
1394	46.75	6.75	3.25	0	16	false
1395	47.25	6.75	3.25	0	4	false
1396	47.75	6.75	3.25	0	20	false
1397	48.25	6.75	3.25	0	15	false
1398	48.75	6.75	3.25	0	53	false
1399	49.25	6.75	3.25	0	61	false
1400	49.75	6.75	3.25	0	52	false
1401	0.25	7.25	2.75	0	47	true
1402	0.75	7.25	2.75	0	42	false
1403	1.25	7.25	2.75	0	13	false
1404	1.75	7.25	2.75	0	26	false
1405	2.25	7.25	2.75	0	18	false
1406	2.75	7.25	2.75	0	6	false
1407	3.25	7.25	2.75	0	2	false
1408	3.75	7.25	2.75	0	12	false
1409	4.25	7.25	2.75	0	7	false
1410	4.75	7.25	2.75	0	1	false
1411	5.25	7.25	2.75	0	16	false
1412	5.75	7.25	2.75	0	90	false
1413	6.25	7.25	2.75	0	96	false
1414	6.75	7.25	2.75	0	98	false
1415	7.25	7.25	2.75	0	60	false
1416	7.75	7.25	2.75	0	48	false
1417	8.25	7.25	2.75	0	37	false
1418	8.75	7.25	2.75	0	66	false
1419	9.25	7.25	2.75	0	66	false
1420	9.75	7.25	2.75	0	66	false
1421	10.25	7.25	2.75	0	80	false
1422	10.75	7.25	2.75	0	70	false
1423	11.25	7.25	2.75	0	69	false
1424	11.75	7.25	2.75	0	99	false
1425	12.25	7.25	2.75	0	89	false
1426	12.75	7.25	2.75	0	79	false
1427	13.25	7.25	2.75	0	76	false
1428	13.75	7.25	2.75	0	62	false
1429	14.25	7.25	2.75	0	28	false
1430	14.75	7.25	2.75	0	34	false
1431	15.25	7.25	2.75	0	39	false
1432	15.75	7.25	2.75	0	56	false
1433	16.25	7.25	2.75	0	70	false
1434	16.75	7.25	2.75	0	70	false
1435	17.25	7.25	2.75	0	84	false
1436	17.75	7.25	2.75	0	92	false
1437	18.25	7.25	2.75	0	68	false
1438	18.75	7.25	2.75	0	88	false
1439	19.25	7.25	2.75	0	65	false
1440	19.75	7.25	2.75	0	43	false
1441	20.25	7.25	2.75	0	37	false
1442	20.75	7.25	2.75	0	16	false
1443	21.25	7.25	2.75	0	23	false
1444	21.75	7.25	2.75	0	61	false
1445	22.25	7.25	2.75	0	54	false
1446	22.75	7.25	2.75	0	64	false
1447	23.25	7.25	2.75	0	66	false
1448	23.75	7.25	2.75	0	47	false
1449	24.25	7.25	2.75	0	45	false
1450	24.75	7.25	2.75	0	38	false
1451	25.25	7.25	2.75	0	74	false
1452	25.75	7.25	2.75	0	56	false
1453	26.25	7.25	2.75	0	27	false
1454	26.75	7.25	2.75	0	35	false
1455	27.25	7.25	2.75	0	26	false
1456	27.75	7.25	2.75	0	36	false
1457	28.25	7.25	2.75	0	74	false
1458	28.75	7.25	2.75	0	74	false
1459	29.25	7.25	2.75	0	92	false
1460	29.75	7.25	2.75	0	95	false
1461	30.25	7.25	2.75	0	96	false
1462	30.75	7.25	2.75	0	97	false
1463	31.25	7.25	2.75	0	66	false
1464	31.75	7.25	2.75	0	50	false
1465	32.25	7.25	2.75	0	78	false
1466	32.75	7.25	2.75	0	81	false
1467	33.25	7.25	2.75	0	97	false
1468	33.75	7.25	2.75	0	92	false
1469	34.25	7.25	2.75	0	80	false
1470	34.75	7.25	2.75	0	93	false
1471	35.25	7.25	2.75	0	98	false
1472	35.75	7.25	2.75	0	97	false
1473	36.25	7.25	2.75	0	96	false
1474	36.75	7.25	2.75	0	83	false
1475	37.25	7.25	2.75	0	90	false
1476	37.75	7.25	2.75	0	89	false
1477	38.25	7.25	2.75	0	99	false
1478	38.75	7.25	2.75	0	82	false
1479	39.25	7.25	2.75	0	64	false
1480	39.75	7.25	2.75	0	69	false
1481	40.25	7.25	2.75	0	33	false
1482	40.75	7.25	2.75	0	39	false
1483	41.25	7.25	2.75	0	7	false
1484	41.75	7.25	2.75	0	12	false
1485	42.25	7.25	2.75	0	15	false
1486	42.75	7.25	2.75	0	12	false
1487	43.25	7.25	2.75	0	16	false
1488	43.75	7.25	2.75	0	7	false
1489	44.25	7.25	2.75	0	23	false
1490	44.75	7.25	2.75	0	20	false
1491	45.25	7.25	2.75	0	20	false
1492	45.75	7.25	2.75	0	7	false
1493	46.25	7.25	2.75	0	3	false
1494	46.75	7.25	2.75	0	12	false
1495	47.25	7.25	2.75	0	16	false
1496	47.75	7.25	2.75	0	20	false
1497	48.25	7.25	2.75	0	14	false
1498	48.75	7.25	2.75	0	27	false
1499	49.25	7.25	2.75	0	26	false
1500	49.75	7.25	2.75	0	52	false
1501	0.25	7.75	2.25	0	35	true
1502	0.75	7.75	2.25	0	46	false
1503	1.25	7.75	2.25	0	13	false
1504	1.75	7.75	2.25	0	26	false
1505	2.25	7.75	2.25	0	9	false
1506	2.75	7.75	2.25	0	15	false
1507	3.25	7.75	2.25	0	3	false
1508	3.75	7.75	2.25	0	12	false
1509	4.25	7.75	2.25	0	7	false
1510	4.75	7.75	2.25	0	24	false
1511	5.25	7.75	2.25	0	17	false
1512	5.75	7.75	2.25	0	1	false
1513	6.25	7.75	2.25	0	96	false
1514	6.75	7.75	2.25	0	96	false
1515	7.25	7.75	2.25	0	60	false
1516	7.75	7.75	2.25	0	34	false
1517	8.25	7.75	2.25	0	25	false
1518	8.75	7.75	2.25	0	41	false
1519	9.25	7.75	2.25	0	31	false
1520	9.75	7.75	2.25	0	40	false
1521	10.25	7.75	2.25	0	80	false
1522	10.75	7.75	2.25	0	70	false
1523	11.25	7.75	2.25	0	61	false
1524	11.75	7.75	2.25	0	79	false
1525	12.25	7.75	2.25	0	89	false
1526	12.75	7.75	2.25	0	79	false
1527	13.25	7.75	2.25	0	85	false
1528	13.75	7.75	2.25	0	62	false
1529	14.25	7.75	2.25	0	28	false
1530	14.75	7.75	2.25	0	34	false
1531	15.25	7.75	2.25	0	39	false
1532	15.75	7.75	2.25	0	62	false
1533	16.25	7.75	2.25	0	62	false
1534	16.75	7.75	2.25	0	62	false
1535	17.25	7.75	2.25	0	93	false
1536	17.75	7.75	2.25	0	92	false
1537	18.25	7.75	2.25	0	90	false
1538	18.75	7.75	2.25	0	88	false
1539	19.25	7.75	2.25	0	65	false
1540	19.75	7.75	2.25	0	43	false
1541	20.25	7.75	2.25	0	37	false
1542	20.75	7.75	2.25	0	16	false
1543	21.25	7.75	2.25	0	46	false
1544	21.75	7.75	2.25	0	61	false
1545	22.25	7.75	2.25	0	54	false
1546	22.75	7.75	2.25	0	71	false
1547	23.25	7.75	2.25	0	63	false
1548	23.75	7.75	2.25	0	41	false
1549	24.25	7.75	2.25	0	25	false
1550	24.75	7.75	2.25	0	65	false
1551	25.25	7.75	2.25	0	74	false
1552	25.75	7.75	2.25	0	33	false
1553	26.25	7.75	2.25	0	27	false
1554	26.75	7.75	2.25	0	27	false
1555	27.25	7.75	2.25	0	32	false
1556	27.75	7.75	2.25	0	36	false
1557	28.25	7.75	2.25	0	71	false
1558	28.75	7.75	2.25	0	86	false
1559	29.25	7.75	2.25	0	92	false
1560	29.75	7.75	2.25	0	87	false
1561	30.25	7.75	2.25	0	81	false
1562	30.75	7.75	2.25	0	73	false
1563	31.25	7.75	2.25	0	66	false
1564	31.75	7.75	2.25	0	59	false
1565	32.25	7.75	2.25	0	62	false
1566	32.75	7.75	2.25	0	81	false
1567	33.25	7.75	2.25	0	95	false
1568	33.75	7.75	2.25	0	92	false
1569	34.25	7.75	2.25	0	96	false
1570	34.75	7.75	2.25	0	99	false
1571	35.25	7.75	2.25	0	100	false
1572	35.75	7.75	2.25	0	100	false
1573	36.25	7.75	2.25	0	98	false
1574	36.75	7.75	2.25	0	83	false
1575	37.25	7.75	2.25	0	90	false
1576	37.75	7.75	2.25	0	94	false
1577	38.25	7.75	2.25	0	82	false
1578	38.75	7.75	2.25	0	72	false
1579	39.25	7.75	2.25	0	64	false
1580	39.75	7.75	2.25	0	69	false
1581	40.25	7.75	2.25	0	30	false
1582	40.75	7.75	2.25	0	55	false
1583	41.25	7.75	2.25	0	79	false
1584	41.75	7.75	2.25	0	34	false
1585	42.25	7.75	2.25	0	15	false
1586	42.75	7.75	2.25	0	12	false
1587	43.25	7.75	2.25	0	16	false
1588	43.75	7.75	2.25	0	17	false
1589	44.25	7.75	2.25	0	23	false
1590	44.75	7.75	2.25	0	12	false
1591	45.25	7.75	2.25	0	22	false
1592	45.75	7.75	2.25	0	7	false
1593	46.25	7.75	2.25	0	8	false
1594	46.75	7.75	2.25	0	12	false
1595	47.25	7.75	2.25	0	16	false
1596	47.75	7.75	2.25	0	20	false
1597	48.25	7.75	2.25	0	13	false
1598	48.75	7.75	2.25	0	27	false
1599	49.25	7.75	2.25	0	34	false
1600	49.75	7.75	2.25	0	35	false
1601	0.25	8.25	1.75	0	35	true
1602	0.75	8.25	1.75	0	46	false
1603	1.25	8.25	1.75	0	37	false
1604	1.75	8.25	1.75	0	26	false
1605	2.25	8.25	1.75	0	25	false
1606	2.75	8.25	1.75	0	15	false
1607	3.25	8.25	1.75	0	3	false
1608	3.75	8.25	1.75	0	12	false
1609	4.25	8.25	1.75	0	35	false
1610	4.75	8.25	1.75	0	24	false
1611	5.25	8.25	1.75	0	9	false
1612	5.75	8.25	1.75	0	1	false
1613	6.25	8.25	1.75	0	58	false
1614	6.75	8.25	1.75	0	58	false
1615	7.25	8.25	1.75	0	34	false
1616	7.75	8.25	1.75	0	34	false
1617	8.25	8.25	1.75	0	4	false
1618	8.75	8.25	1.75	0	2	false
1619	9.25	8.25	1.75	0	31	false
1620	9.75	8.25	1.75	0	40	false
1621	10.25	8.25	1.75	0	67	false
1622	10.75	8.25	1.75	0	74	false
1623	11.25	8.25	1.75	0	61	false
1624	11.75	8.25	1.75	0	79	false
1625	12.25	8.25	1.75	0	91	false
1626	12.75	8.25	1.75	0	65	false
1627	13.25	8.25	1.75	0	85	false
1628	13.75	8.25	1.75	0	65	false
1629	14.25	8.25	1.75	0	28	false
1630	14.75	8.25	1.75	0	34	false
1631	15.25	8.25	1.75	0	49	false
1632	15.75	8.25	1.75	0	69	false
1633	16.25	8.25	1.75	0	62	false
1634	16.75	8.25	1.75	0	97	false
1635	17.25	8.25	1.75	0	93	false
1636	17.75	8.25	1.75	0	87	false
1637	18.25	8.25	1.75	0	74	false
1638	18.75	8.25	1.75	0	89	false
1639	19.25	8.25	1.75	0	65	false
1640	19.75	8.25	1.75	0	27	false
1641	20.25	8.25	1.75	0	37	false
1642	20.75	8.25	1.75	0	6	false
1643	21.25	8.25	1.75	0	46	false
1644	21.75	8.25	1.75	0	61	false
1645	22.25	8.25	1.75	0	54	false
1646	22.75	8.25	1.75	0	71	false
1647	23.25	8.25	1.75	0	78	false
1648	23.75	8.25	1.75	0	26	false
1649	24.25	8.25	1.75	0	25	false
1650	24.75	8.25	1.75	0	65	false
1651	25.25	8.25	1.75	0	57	false
1652	25.75	8.25	1.75	0	33	false
1653	26.25	8.25	1.75	0	27	false
1654	26.75	8.25	1.75	0	21	false
1655	27.25	8.25	1.75	0	32	false
1656	27.75	8.25	1.75	0	50	false
1657	28.25	8.25	1.75	0	71	false
1658	28.75	8.25	1.75	0	86	false
1659	29.25	8.25	1.75	0	86	false
1660	29.75	8.25	1.75	0	87	false
1661	30.25	8.25	1.75	0	81	false
1662	30.75	8.25	1.75	0	73	false
1663	31.25	8.25	1.75	0	51	false
1664	31.75	8.25	1.75	0	59	false
1665	32.25	8.25	1.75	0	62	false
1666	32.75	8.25	1.75	0	68	false
1667	33.25	8.25	1.75	0	92	false
1668	33.75	8.25	1.75	0	96	false
1669	34.25	8.25	1.75	0	96	false
1670	34.75	8.25	1.75	0	99	false
1671	35.25	8.25	1.75	0	98	false
1672	35.75	8.25	1.75	0	100	false
1673	36.25	8.25	1.75	0	98	false
1674	36.75	8.25	1.75	0	97	false
1675	37.25	8.25	1.75	0	90	false
1676	37.75	8.25	1.75	0	94	false
1677	38.25	8.25	1.75	0	82	false
1678	38.75	8.25	1.75	0	72	false
1679	39.25	8.25	1.75	0	79	false
1680	39.75	8.25	1.75	0	62	false
1681	40.25	8.25	1.75	0	30	false
1682	40.75	8.25	1.75	0	66	false
1683	41.25	8.25	1.75	0	79	false
1684	41.75	8.25	1.75	0	52	false
1685	42.25	8.25	1.75	0	18	false
1686	42.75	8.25	1.75	0	12	false
1687	43.25	8.25	1.75	0	8	false
1688	43.75	8.25	1.75	0	20	false
1689	44.25	8.25	1.75	0	54	false
1690	44.75	8.25	1.75	0	41	false
1691	45.25	8.25	1.75	0	22	false
1692	45.75	8.25	1.75	0	17	false
1693	46.25	8.25	1.75	0	27	false
1694	46.75	8.25	1.75	0	45	false
1695	47.25	8.25	1.75	0	45	false
1696	47.75	8.25	1.75	0	31	false
1697	48.25	8.25	1.75	0	13	false
1698	48.75	8.25	1.75	0	48	false
1699	49.25	8.25	1.75	0	34	false
1700	49.75	8.25	1.75	0	35	false
1701	0.25	8.75	1.25	0	69	true
1702	0.75	8.75	1.25	0	56	false
1703	1.25	8.75	1.25	0	37	false
1704	1.75	8.75	1.25	0	16	false
1705	2.25	8.75	1.25	0	32	false
1706	2.75	8.75	1.25	0	24	false
1707	3.25	8.75	1.25	0	18	false
1708	3.75	8.75	1.25	0	41	false
1709	4.25	8.75	1.25	0	35	false
1710	4.75	8.75	1.25	0	22	false
1711	5.25	8.75	1.25	0	9	false
1712	5.75	8.75	1.25	0	71	false
1713	6.25	8.75	1.25	0	76	false
1714	6.75	8.75	1.25	0	82	false
1715	7.25	8.75	1.25	0	46	false
1716	7.75	8.75	1.25	0	46	false
1717	8.25	8.75	1.25	0	4	false
1718	8.75	8.75	1.25	0	2	false
1719	9.25	8.75	1.25	0	31	false
1720	9.75	8.75	1.25	0	40	false
1721	10.25	8.75	1.25	0	50	false
1722	10.75	8.75	1.25	0	74	false
1723	11.25	8.75	1.25	0	43	false
1724	11.75	8.75	1.25	0	79	false
1725	12.25	8.75	1.25	0	91	false
1726	12.75	8.75	1.25	0	65	false
1727	13.25	8.75	1.25	0	80	false
1728	13.75	8.75	1.25	0	79	false
1729	14.25	8.75	1.25	0	47	false
1730	14.75	8.75	1.25	0	38	false
1731	15.25	8.75	1.25	0	49	false
1732	15.75	8.75	1.25	0	69	false
1733	16.25	8.75	1.25	0	80	false
1734	16.75	8.75	1.25	0	97	false
1735	17.25	8.75	1.25	0	100	false
1736	17.75	8.75	1.25	0	87	false
1737	18.25	8.75	1.25	0	74	false
1738	18.75	8.75	1.25	0	89	false
1739	19.25	8.75	1.25	0	81	false
1740	19.75	8.75	1.25	0	27	false
1741	20.25	8.75	1.25	0	27	false
1742	20.75	8.75	1.25	0	28	false
1743	21.25	8.75	1.25	0	46	false
1744	21.75	8.75	1.25	0	46	false
1745	22.25	8.75	1.25	0	31	false
1746	22.75	8.75	1.25	0	64	false
1747	23.25	8.75	1.25	0	64	false
1748	23.75	8.75	1.25	0	16	false
1749	24.25	8.75	1.25	0	44	false
1750	24.75	8.75	1.25	0	73	false
1751	25.25	8.75	1.25	0	74	false
1752	25.75	8.75	1.25	0	68	false
1753	26.25	8.75	1.25	0	30	false
1754	26.75	8.75	1.25	0	30	false
1755	27.25	8.75	1.25	0	32	false
1756	27.75	8.75	1.25	0	47	false
1757	28.25	8.75	1.25	0	71	false
1758	28.75	8.75	1.25	0	83	false
1759	29.25	8.75	1.25	0	93	false
1760	29.75	8.75	1.25	0	96	false
1761	30.25	8.75	1.25	0	99	false
1762	30.75	8.75	1.25	0	76	false
1763	31.25	8.75	1.25	0	51	false
1764	31.75	8.75	1.25	0	59	false
1765	32.25	8.75	1.25	0	62	false
1766	32.75	8.75	1.25	0	68	false
1767	33.25	8.75	1.25	0	87	false
1768	33.75	8.75	1.25	0	95	false
1769	34.25	8.75	1.25	0	90	false
1770	34.75	8.75	1.25	0	99	false
1771	35.25	8.75	1.25	0	98	false
1772	35.75	8.75	1.25	0	100	false
1773	36.25	8.75	1.25	0	97	false
1774	36.75	8.75	1.25	0	97	false
1775	37.25	8.75	1.25	0	99	false
1776	37.75	8.75	1.25	0	88	false
1777	38.25	8.75	1.25	0	80	false
1778	38.75	8.75	1.25	0	72	false
1779	39.25	8.75	1.25	0	79	false
1780	39.75	8.75	1.25	0	79	false
1781	40.25	8.75	1.25	0	55	false
1782	40.75	8.75	1.25	0	70	false
1783	41.25	8.75	1.25	0	79	false
1784	41.75	8.75	1.25	0	52	false
1785	42.25	8.75	1.25	0	18	false
1786	42.75	8.75	1.25	0	22	false
1787	43.25	8.75	1.25	0	21	false
1788	43.75	8.75	1.25	0	57	false
1789	44.25	8.75	1.25	0	54	false
1790	44.75	8.75	1.25	0	24	false
1791	45.25	8.75	1.25	0	22	false
1792	45.75	8.75	1.25	0	19	false
1793	46.25	8.75	1.25	0	27	false
1794	46.75	8.75	1.25	0	32	false
1795	47.25	8.75	1.25	0	59	false
1796	47.75	8.75	1.25	0	31	false
1797	48.25	8.75	1.25	0	20	false
1798	48.75	8.75	1.25	0	48	false
1799	49.25	8.75	1.25	0	40	false
1800	49.75	8.75	1.25	0	40	false
1801	0.25	9.25	0.75	0	63	true
1802	0.75	9.25	0.75	0	40	false
1803	1.25	9.25	0.75	0	30	false
1804	1.75	9.25	0.75	0	26	false
1805	2.25	9.25	0.75	0	32	false
1806	2.75	9.25	0.75	0	23	false
1807	3.25	9.25	0.75	0	47	false
1808	3.75	9.25	0.75	0	45	false
1809	4.25	9.25	0.75	0	34	false
1810	4.75	9.25	0.75	0	22	false
1811	5.25	9.25	0.75	0	74	false
1812	5.75	9.25	0.75	0	71	false
1813	6.25	9.25	0.75	0	76	false
1814	6.75	9.25	0.75	0	82	false
1815	7.25	9.25	0.75	0	82	false
1816	7.75	9.25	0.75	0	46	false
1817	8.25	9.25	0.75	0	53	false
1818	8.75	9.25	0.75	0	5	false
1819	9.25	9.25	0.75	0	31	false
1820	9.75	9.25	0.75	0	46	false
1821	10.25	9.25	0.75	0	18	false
1822	10.75	9.25	0.75	0	55	false
1823	11.25	9.25	0.75	0	43	false
1824	11.75	9.25	0.75	0	25	false
1825	12.25	9.25	0.75	0	91	false
1826	12.75	9.25	0.75	0	65	false
1827	13.25	9.25	0.75	0	81	false
1828	13.75	9.25	0.75	0	79	false
1829	14.25	9.25	0.75	0	47	false
1830	14.75	9.25	0.75	0	15	false
1831	15.25	9.25	0.75	0	79	false
1832	15.75	9.25	0.75	0	79	false
1833	16.25	9.25	0.75	0	87	false
1834	16.75	9.25	0.75	0	81	false
1835	17.25	9.25	0.75	0	98	false
1836	17.75	9.25	0.75	0	88	false
1837	18.25	9.25	0.75	0	92	false
1838	18.75	9.25	0.75	0	83	false
1839	19.25	9.25	0.75	0	81	false
1840	19.75	9.25	0.75	0	27	false
1841	20.25	9.25	0.75	0	27	false
1842	20.75	9.25	0.75	0	52	false
1843	21.25	9.25	0.75	0	32	false
1844	21.75	9.25	0.75	0	61	false
1845	22.25	9.25	0.75	0	31	false
1846	22.75	9.25	0.75	0	64	false
1847	23.25	9.25	0.75	0	64	false
1848	23.75	9.25	0.75	0	32	false
1849	24.25	9.25	0.75	0	44	false
1850	24.75	9.25	0.75	0	73	false
1851	25.25	9.25	0.75	0	74	false
1852	25.75	9.25	0.75	0	68	false
1853	26.25	9.25	0.75	0	68	false
1854	26.75	9.25	0.75	0	37	false
1855	27.25	9.25	0.75	0	37	false
1856	27.75	9.25	0.75	0	47	false
1857	28.25	9.25	0.75	0	79	false
1858	28.75	9.25	0.75	0	79	false
1859	29.25	9.25	0.75	0	93	false
1860	29.75	9.25	0.75	0	96	false
1861	30.25	9.25	0.75	0	94	false
1862	30.75	9.25	0.75	0	49	false
1863	31.25	9.25	0.75	0	51	false
1864	31.75	9.25	0.75	0	51	false
1865	32.25	9.25	0.75	0	69	false
1866	32.75	9.25	0.75	0	85	false
1867	33.25	9.25	0.75	0	87	false
1868	33.75	9.25	0.75	0	95	false
1869	34.25	9.25	0.75	0	96	false
1870	34.75	9.25	0.75	0	100	false
1871	35.25	9.25	0.75	0	100	false
1872	35.75	9.25	0.75	0	93	false
1873	36.25	9.25	0.75	0	100	false
1874	36.75	9.25	0.75	0	97	false
1875	37.25	9.25	0.75	0	99	false
1876	37.75	9.25	0.75	0	83	false
1877	38.25	9.25	0.75	0	79	false
1878	38.75	9.25	0.75	0	77	false
1879	39.25	9.25	0.75	0	79	false
1880	39.75	9.25	0.75	0	79	false
1881	40.25	9.25	0.75	0	55	false
1882	40.75	9.25	0.75	0	57	false
1883	41.25	9.25	0.75	0	76	false
1884	41.75	9.25	0.75	0	77	false
1885	42.25	9.25	0.75	0	47	false
1886	42.75	9.25	0.75	0	22	false
1887	43.25	9.25	0.75	0	60	false
1888	43.75	9.25	0.75	0	57	false
1889	44.25	9.25	0.75	0	40	false
1890	44.75	9.25	0.75	0	24	false
1891	45.25	9.25	0.75	0	10	false
1892	45.75	9.25	0.75	0	18	false
1893	46.25	9.25	0.75	0	9	false
1894	46.75	9.25	0.75	0	32	false
1895	47.25	9.25	0.75	0	59	false
1896	47.75	9.25	0.75	0	53	false
1897	48.25	9.25	0.75	0	20	false
1898	48.75	9.25	0.75	0	36	false
1899	49.25	9.25	0.75	0	36	false
1900	49.75	9.25	0.75	0	50	false
1901	0.25	9.75	0.25	0	34	true
1902	0.75	9.75	0.25	0	40	false
1903	1.25	9.75	0.25	0	30	false
1904	1.75	9.75	0.25	0	26	false
1905	2.25	9.75	0.25	0	33	false
1906	2.75	9.75	0.25	0	23	false
1907	3.25	9.75	0.25	0	14	false
1908	3.75	9.75	0.25	0	48	false
1909	4.25	9.75	0.25	0	72	false
1910	4.75	9.75	0.25	0	62	false
1911	5.25	9.75	0.25	0	70	false
1912	5.75	9.75	0.25	0	71	false
1913	6.25	9.75	0.25	0	76	false
1914	6.75	9.75	0.25	0	97	false
1915	7.25	9.75	0.25	0	97	false
1916	7.75	9.75	0.25	0	85	false
1917	8.25	9.75	0.25	0	53	false
1918	8.75	9.75	0.25	0	5	false
1919	9.25	9.75	0.25	0	31	false
1920	9.75	9.75	0.25	0	46	false
1921	10.25	9.75	0.25	0	16	false
1922	10.75	9.75	0.25	0	55	false
1923	11.25	9.75	0.25	0	19	false
1924	11.75	9.75	0.25	0	25	false
1925	12.25	9.75	0.25	0	1	false
1926	12.75	9.75	0.25	0	65	false
1927	13.25	9.75	0.25	0	59	false
1928	13.75	9.75	0.25	0	64	false
1929	14.25	9.75	0.25	0	26	false
1930	14.75	9.75	0.25	0	5	false
1931	15.25	9.75	0.25	0	77	false
1932	15.75	9.75	0.25	0	87	false
1933	16.25	9.75	0.25	0	82	false
1934	16.75	9.75	0.25	0	93	false
1935	17.25	9.75	0.25	0	90	false
1936	17.75	9.75	0.25	0	85	false
1937	18.25	9.75	0.25	0	97	false
1938	18.75	9.75	0.25	0	83	false
1939	19.25	9.75	0.25	0	78	false
1940	19.75	9.75	0.25	0	27	false
1941	20.25	9.75	0.25	0	65	false
1942	20.75	9.75	0.25	0	65	false
1943	21.25	9.75	0.25	0	32	false
1944	21.75	9.75	0.25	0	61	false
1945	22.25	9.75	0.25	0	61	false
1946	22.75	9.75	0.25	0	53	false
1947	23.25	9.75	0.25	0	35	false
1948	23.75	9.75	0.25	0	24	false
1949	24.25	9.75	0.25	0	32	false
1950	24.75	9.75	0.25	0	73	false
1951	25.25	9.75	0.25	0	79	false
1952	25.75	9.75	0.25	0	57	false
1953	26.25	9.75	0.25	0	57	false
1954	26.75	9.75	0.25	0	37	false
1955	27.25	9.75	0.25	0	37	false
1956	27.75	9.75	0.25	0	80	false
1957	28.25	9.75	0.25	0	55	false
1958	28.75	9.75	0.25	0	79	false
1959	29.25	9.75	0.25	0	87	false
1960	29.75	9.75	0.25	0	86	false
1961	30.25	9.75	0.25	0	100	false
1962	30.75	9.75	0.25	0	49	false
1963	31.25	9.75	0.25	0	50	false
1964	31.75	9.75	0.25	0	51	false
1965	32.25	9.75	0.25	0	69	false
1966	32.75	9.75	0.25	0	85	false
1967	33.25	9.75	0.25	0	87	false
1968	33.75	9.75	0.25	0	95	false
1969	34.25	9.75	0.25	0	100	false
1970	34.75	9.75	0.25	0	100	false
1971	35.25	9.75	0.25	0	100	false
1972	35.75	9.75	0.25	0	93	false
1973	36.25	9.75	0.25	0	100	false
1974	36.75	9.75	0.25	0	97	false
1975	37.25	9.75	0.25	0	98	false
1976	37.75	9.75	0.25	0	98	false
1977	38.25	9.75	0.25	0	84	false
1978	38.75	9.75	0.25	0	88	false
1979	39.25	9.75	0.25	0	88	false
1980	39.75	9.75	0.25	0	87	false
1981	40.25	9.75	0.25	0	70	false
1982	40.75	9.75	0.25	0	57	false
1983	41.25	9.75	0.25	0	76	false
1984	41.75	9.75	0.25	0	77	false
1985	42.25	9.75	0.25	0	43	false
1986	42.75	9.75	0.25	0	8	false
1987	43.25	9.75	0.25	0	27	false
1988	43.75	9.75	0.25	0	21	false
1989	44.25	9.75	0.25	0	26	false
1990	44.75	9.75	0.25	0	22	false
1991	45.25	9.75	0.25	0	10	false
1992	45.75	9.75	0.25	0	22	false
1993	46.25	9.75	0.25	0	9	false
1994	46.75	9.75	0.25	0	32	false
1995	47.25	9.75	0.25	0	46	false
1996	47.75	9.75	0.25	0	53	false
1997	48.25	9.75	0.25	0	54	false
1998	48.75	9.75	0.25	0	36	false
1999	49.25	9.75	0.25	0	76	false
2000	49.75	9.75	0.25	0	50	false
2001	0.25	10.25	-0.25	0	34	false
2002	0.75	10.25	-0.25	0	28	false
2003	1.25	10.25	-0.25	0	31	false
2004	1.75	10.25	-0.25	0	20	false
2005	2.25	10.25	-0.25	0	33	false
2006	2.75	10.25	-0.25	0	23	false
2007	3.25	10.25	-0.25	0	16	false
2008	3.75	10.25	-0.25	0	51	false
2009	4.25	10.25	-0.25	0	23	false
2010	4.75	10.25	-0.25	0	62	false
2011	5.25	10.25	-0.25	0	72	false
2012	5.75	10.25	-0.25	0	92	false
2013	6.25	10.25	-0.25	0	76	false
2014	6.75	10.25	-0.25	0	94	false
2015	7.25	10.25	-0.25	0	94	false
2016	7.75	10.25	-0.25	0	85	false
2017	8.25	10.25	-0.25	0	53	false
2018	8.75	10.25	-0.25	0	5	false
2019	9.25	10.25	-0.25	0	48	false
2020	9.75	10.25	-0.25	0	37	false
2021	10.25	10.25	-0.25	0	9	false
2022	10.75	10.25	-0.25	0	55	false
2023	11.25	10.25	-0.25	0	42	false
2024	11.75	10.25	-0.25	0	25	false
2025	12.25	10.25	-0.25	0	1	false
2026	12.75	10.25	-0.25	0	57	false
2027	13.25	10.25	-0.25	0	27	false
2028	13.75	10.25	-0.25	0	60	false
2029	14.25	10.25	-0.25	0	79	false
2030	14.75	10.25	-0.25	0	18	false
2031	15.25	10.25	-0.25	0	77	false
2032	15.75	10.25	-0.25	0	87	false
2033	16.25	10.25	-0.25	0	85	false
2034	16.75	10.25	-0.25	0	93	false
