cellIndex	x	z	P	Q	matNum	fixed
692	45.75	3.25	6.75	0	10	false
693	46.25	3.25	6.75	0	19	false
694	46.75	3.25	6.75	0	16	false
695	47.25	3.25	6.75	0	27	false
696	47.75	3.25	6.75	0	42	false
697	48.25	3.25	6.75	0	19	false
698	48.75	3.25	6.75	0	52	false
699	49.25	3.25	6.75	0	24	false
700	49.75	3.25	6.75	0	44	false
701	0.25	3.75	6.25	0	33	true
702	0.75	3.75	6.25	0	33	false
703	1.25	3.75	6.25	0	12	false
704	1.75	3.75	6.25	0	19	false
705	2.25	3.75	6.25	0	54	false
706	2.75	3.75	6.25	0	59	false
707	3.25	3.75	6.25	0	56	false
708	3.75	3.75	6.25	0	9	false
709	4.25	3.75	6.25	0	48	false
710	4.75	3.75	6.25	0	48	false
711	5.25	3.75	6.25	0	87	false
712	5.75	3.75	6.25	0	98	false
713	6.25	3.75	6.25	0	90	false
714	6.75	3.75	6.25	0	45	false
715	7.25	3.75	6.25	0	61	false
716	7.75	3.75	6.25	0	44	false
717	8.25	3.75	6.25	0	67	false
718	8.75	3.75	6.25	0	80	false
719	9.25	3.75	6.25	0	92	false
720	9.75	3.75	6.25	0	93	false
721	10.25	3.75	6.25	0	65	false
722	10.75	3.75	6.25	0	82	false
723	11.25	3.75	6.25	0	82	false
724	11.75	3.75	6.25	0	81	false
725	12.25	3.75	6.25	0	69	false
726	12.75	3.75	6.25	0	76	false
727	13.25	3.75	6.25	0	49	false
728	13.75	3.75	6.25	0	49	false
729	14.25	3.75	6.25	0	1	false
730	14.75	3.75	6.25	0	62	false
731	15.25	3.75	6.25	0	62	false
732	15.75	3.75	6.25	0	54	false
733	16.25	3.75	6.25	0	53	false
734	16.75	3.75	6.25	0	64	false
735	17.25	3.75	6.25	0	93	false
736	17.75	3.75	6.25	0	93	false
737	18.25	3.75	6.25	0	72	false
738	18.75	3.75	6.25	0	29	false
739	19.25	3.75	6.25	0	2	false
740	19.75	3.75	6.25	0	18	false
741	20.25	3.75	6.25	0	6	false
742	20.75	3.75	6.25	0	25	false
743	21.25	3.75	6.25	0	70	false
744	21.75	3.75	6.25	0	86	false
745	22.25	3.75	6.25	0	97	false
746	22.75	3.75	6.25	0	84	false
747	23.25	3.75	6.25	0	85	false
748	23.75	3.75	6.25	0	85	false
749	24.25	3.75	6.25	0	47	false
750	24.75	3.75	6.25	0	68	false
751	25.25	3.75	6.25	0	85	false
752	25.75	3.75	6.25	0	80	false
753	26.25	3.75	6.25	0	76	false
754	26.75	3.75	6.25	0	83	false
755	27.25	3.75	6.25	0	83	false
756	27.75	3.75	6.25	0	54	false
757	28.25	3.75	6.25	0	67	false
758	28.75	3.75	6.25	0	42	false
759	29.25	3.75	6.25	0	52	false
760	29.75	3.75	6.25	0	58	false
761	30.25	3.75	6.25	0	57	false
762	30.75	3.75	6.25	0	65	false
763	31.25	3.75	6.25	0	65	false
764	31.75	3.75	6.25	0	95	false
765	32.25	3.75	6.25	0	95	false
766	32.75	3.75	6.25	0	99	false
767	33.25	3.75	6.25	0	96	false
768	33.75	3.75	6.25	0	80	false
769	34.25	3.75	6.25	0	87	false
770	34.75	3.75	6.25	0	53	false
771	35.25	3.75	6.25	0	34	false
772	35.75	3.75	6.25	0	25	false
773	36.25	3.75	6.25	0	51	false
774	36.75	3.75	6.25	0	75	false
775	37.25	3.75	6.25	0	95	false
776	37.75	3.75	6.25	0	72	false
777	38.25	3.75	6.25	0	98	false
778	38.75	3.75	6.25	0	87	false
779	39.25	3.75	6.25	0	60	false
780	39.75	3.75	6.25	0	52	false
781	40.25	3.75	6.25	0	63	false
782	40.75	3.75	6.25	0	41	false
783	41.25	3.75	6.25	0	20	false
784	41.75	3.75	6.25	0	20	false
785	42.25	3.75	6.25	0	26	false
786	42.75	3.75	6.25	0	21	false
787	43.25	3.75	6.25	0	39	false
788	43.75	3.75	6.25	0	29	false
789	44.25	3.75	6.25	0	39	false
790	44.75	3.75	6.25	0	10	false
791	45.25	3.75	6.25	0	26	false
792	45.75	3.75	6.25	0	10	false
793	46.25	3.75	6.25	0	19	false
794	46.75	3.75	6.25	0	18	false
795	47.25	3.75	6.25	0	46	false
796	47.75	3.75	6.25	0	42	false
797	48.25	3.75	6.25	0	22	false
798	48.75	3.75	6.25	0	35	false
799	49.25	3.75	6.25	0	42	false
800	49.75	3.75	6.25	0	44	false
801	0.25	4.25	5.75	0	31	true
802	0.75	4.25	5.75	0	1	false
803	1.25	4.25	5.75	0	12	false
804	1.75	4.25	5.75	0	19	false
805	2.25	4.25	5.75	0	36	false
806	2.75	4.25	5.75	0	59	false
807	3.25	4.25	5.75	0	42	false
808	3.75	4.25	5.75	0	9	false
809	4.25	4.25	5.75	0	48	false
810	4.75	4.25	5.75	0	8	false
811	5.25	4.25	5.75	0	85	false
812	5.75	4.25	5.75	0	88	false
813	6.25	4.25	5.75	0	90	false
814	6.75	4.25	5.75	0	68	false
815	7.25	4.25	5.75	0	61	false
816	7.75	4.25	5.75	0	44	false
817	8.25	4.25	5.75	0	44	false
818	8.75	4.25	5.75	0	58	false
819	9.25	4.25	5.75	0	94	false
820	9.75	4.25	5.75	0	92	false
821	10.25	4.25	5.75	0	65	false
822	10.75	4.25	5.75	0	93	false
823	11.25	4.25	5.75	0	93	false
824	11.75	4.25	5.75	0	80	false
825	12.25	4.25	5.75	0	76	false
826	12.75	4.25	5.75	0	76	false
827	13.25	4.25	5.75	0	38	false
828	13.75	4.25	5.75	0	38	false
829	14.25	4.25	5.75	0	4	false
830	14.75	4.25	5.75	0	17	false
831	15.25	4.25	5.75	0	62	false
832	15.75	4.25	5.75	0	27	false
833	16.25	4.25	5.75	0	53	false
834	16.75	4.25	5.75	0	63	false
835	17.25	4.25	5.75	0	63	false
836	17.75	4.25	5.75	0	94	false
837	18.25	4.25	5.75	0	62	false
838	18.75	4.25	5.75	0	29	false
839	19.25	4.25	5.75	0	15	false
840	19.75	4.25	5.75	0	18	false
841	20.25	4.25	5.75	0	6	false
842	20.75	4.25	5.75	0	25	false
843	21.25	4.25	5.75	0	70	false
844	21.75	4.25	5.75	0	89	false
845	22.25	4.25	5.75	0	97	false
846	22.75	4.25	5.75	0	84	false
847	23.25	4.25	5.75	0	64	false
848	23.75	4.25	5.75	0	58	false
849	24.25	4.25	5.75	0	58	false
850	24.75	4.25	5.75	0	68	false
851	25.25	4.25	5.75	0	68	false
852	25.75	4.25	5.75	0	86	false
853	26.25	4.25	5.75	0	76	false
854	26.75	4.25	5.75	0	83	false
855	27.25	4.25	5.75	0	83	false
856	27.75	4.25	5.75	0	54	false
857	28.25	4.25	5.75	0	67	false
858	28.75	4.25	5.75	0	42	false
859	29.25	4.25	5.75	0	52	false
860	29.75	4.25	5.75	0	58	false
861	30.25	4.25	5.75	0	80	false
862	30.75	4.25	5.75	0	89	false
863	31.25	4.25	5.75	0	89	false
864	31.75	4.25	5.75	0	95	false
865	32.25	4.25	5.75	0	94	false
866	32.75	4.25	5.75	0	99	false
867	33.25	4.25	5.75	0	96	false
868	33.75	4.25	5.75	0	71	false
869	34.25	4.25	5.75	0	87	false
870	34.75	4.25	5.75	0	53	false
871	35.25	4.25	5.75	0	34	false
872	35.75	4.25	5.75	0	25	false
873	36.25	4.25	5.75	0	51	false
874	36.75	4.25	5.75	0	75	false
875	37.25	4.25	5.75	0	95	false
876	37.75	4.25	5.75	0	72	false
877	38.25	4.25	5.75	0	98	false
878	38.75	4.25	5.75	0	83	false
879	39.25	4.25	5.75	0	60	false
880	39.75	4.25	5.75	0	52	false
881	40.25	4.25	5.75	0	17	false
882	40.75	4.25	5.75	0	35	false
883	41.25	4.25	5.75	0	20	false
884	41.75	4.25	5.75	0	20	false
885	42.25	4.25	5.75	0	3	false
886	42.75	4.25	5.75	0	12	false
887	43.25	4.25	5.75	0	31	false
888	43.75	4.25	5.75	0	49	false
889	44.25	4.25	5.75	0	39	false
890	44.75	4.25	5.75	0	10	false
891	45.25	4.25	5.75	0	26	false
892	45.75	4.25	5.75	0	35	false
893	46.25	4.25	5.75	0	33	false
894	46.75	4.25	5.75	0	18	false
895	47.25	4.25	5.75	0	46	false
896	47.75	4.25	5.75	0	60	false
897	48.25	4.25	5.75	0	22	false
898	48.75	4.25	5.75	0	35	false
899	49.25	4.25	5.75	0	29	false
900	49.75	4.25	5.75	0	44	false
901	0.25	4.75	5.25	0	31	true
902	0.75	4.75	5.25	0	1	false
903	1.25	4.75	5.25	0	10	false
904	1.75	4.75	5.25	0	19	false
905	2.25	4.75	5.25	0	32	false
906	2.75	4.75	5.25	0	9	false
907	3.25	4.75	5.25	0	11	false
908	3.75	4.75	5.25	0	8	false
909	4.25	4.75	5.25	0	6	false
910	4.75	4.75	5.25	0	8	false
911	5.25	4.75	5.25	0	85	false
912	5.75	4.75	5.25	0	88	false
913	6.25	4.75	5.25	0	84	false
914	6.75	4.75	5.25	0	74	false
915	7.25	4.75	5.25	0	56	false
916	7.75	4.75	5.25	0	57	false
917	8.25	4.75	5.25	0	44	false
918	8.75	4.75	5.25	0	47	false
919	9.25	4.75	5.25	0	92	false
920	9.75	4.75	5.25	0	92	false
921	10.25	4.75	5.25	0	65	false
922	10.75	4.75	5.25	0	86	false
923	11.25	4.75	5.25	0	86	false
924	11.75	4.75	5.25	0	85	false
925	12.25	4.75	5.25	0	76	false
926	12.75	4.75	5.25	0	70	false
927	13.25	4.75	5.25	0	46	false
928	13.75	4.75	5.25	0	46	false
929	14.25	4.75	5.25	0	4	false
930	14.75	4.75	5.25	0	17	false
931	15.25	4.75	5.25	0	52	false
932	15.75	4.75	5.25	0	27	false
933	16.25	4.75	5.25	0	63	false
934	16.75	4.75	5.25	0	63	false
935	17.25	4.75	5.25	0	63	false
936	17.75	4.75	5.25	0	94	false
937	18.25	4.75	5.25	0	11	false
938	18.75	4.75	5.25	0	3	false
939	19.25	4.75	5.25	0	12	false
940	19.75	4.75	5.25	0	18	false
941	20.25	4.75	5.25	0	10	false
942	20.75	4.75	5.25	0	25	false
943	21.25	4.75	5.25	0	45	false
944	21.75	4.75	5.25	0	89	false
945	22.25	4.75	5.25	0	97	false
946	22.75	4.75	5.25	0	78	false
947	23.25	4.75	5.25	0	52	false
948	23.75	4.75	5.25	0	54	false
949	24.25	4.75	5.25	0	58	false
950	24.75	4.75	5.25	0	47	false
951	25.25	4.75	5.25	0	68	false
952	25.75	4.75	5.25	0	86	false
953	26.25	4.75	5.25	0	88	false
954	26.75	4.75	5.25	0	85	false
955	27.25	4.75	5.25	0	72	false
956	27.75	4.75	5.25	0	66	false
957	28.25	4.75	5.25	0	66	false
958	28.75	4.75	5.25	0	46	false
959	29.25	4.75	5.25	0	52	false
960	29.75	4.75	5.25	0	76	false
961	30.25	4.75	5.25	0	80	false
962	30.75	4.75	5.25	0	89	false
963	31.25	4.75	5.25	0	89	false
964	31.75	4.75	5.25	0	95	false
965	32.25	4.75	5.25	0	94	false
966	32.75	4.75	5.25	0	99	false
967	33.25	4.75	5.25	0	91	false
968	33.75	4.75	5.25	0	85	false
969	34.25	4.75	5.25	0	85	false
970	34.75	4.75	5.25	0	96	false
971	35.25	4.75	5.25	0	45	false
972	35.75	4.75	5.25	0	56	false
973	36.25	4.75	5.25	0	81	false
974	36.75	4.75	5.25	0	75	false
975	37.25	4.75	5.25	0	87	false
976	37.75	4.75	5.25	0	96	false
977	38.25	4.75	5.25	0	88	false
978	38.75	4.75	5.25	0	83	false
979	39.25	4.75	5.25	0	68	false
980	39.75	4.75	5.25	0	52	false
981	40.25	4.75	5.25	0	25	false
982	40.75	4.75	5.25	0	36	false
983	41.25	4.75	5.25	0	35	false
984	41.75	4.75	5.25	0	3	false
985	42.25	4.75	5.25	0	3	false
986	42.75	4.75	5.25	0	12	false
987	43.25	4.75	5.25	0	12	false
988	43.75	4.75	5.25	0	31	false
989	44.25	4.75	5.25	0	39	false
990	44.75	4.75	5.25	0	10	false
991	45.25	4.75	5.25	0	26	false
992	45.75	4.75	5.25	0	51	false
993	46.25	4.75	5.25	0	37	false
994	46.75	4.75	5.25	0	43	false
995	47.25	4.75	5.25	0	65	false
996	47.75	4.75	5.25	0	64	false
997	48.25	4.75	5.25	0	7	false
998	48.75	4.75	5.25	0	12	false
999	49.25	4.75	5.25	0	27	false
1000	49.75	4.75	5.25	0	27	false
1001	0.25	5.25	4.75	0	22	true
1002	0.75	5.25	4.75	0	1	false
1003	1.25	5.25	4.75	0	10	false
1004	1.75	5.25	4.75	0	3	false
1005	2.25	5.25	4.75	0	31	false
1006	2.75	5.25	4.75	0	7	false
1007	3.25	5.25	4.75	0	11	false
1008	3.75	5.25	4.75	0	8	false
1009	4.25	5.25	4.75	0	6	false
1010	4.75	5.25	4.75	0	8	false
1011	5.25	5.25	4.75	0	41	false
1012	5.75	5.25	4.75	0	87	false
1013	6.25	5.25	4.75	0	96	false
1014	6.75	5.25	4.75	0	79	false
1015	7.25	5.25	4.75	0	56	false
1016	7.75	5.25	4.75	0	57	false
1017	8.25	5.25	4.75	0	46	false
1018	8.75	5.25	4.75	0	47	false
1019	9.25	5.25	4.75	0	92	false
1020	9.75	5.25	4.75	0	64	false
1021	10.25	5.25	4.75	0	50	false
1022	10.75	5.25	4.75	0	86	false
1023	11.25	5.25	4.75	0	86	false
1024	11.75	5.25	4.75	0	85	false
1025	12.25	5.25	4.75	0	76	false
1026	12.75	5.25	4.75	0	70	false
1027	13.25	5.25	4.75	0	42	false
1028	13.75	5.25	4.75	0	42	false
1029	14.25	5.25	4.75	0	4	false
1030	14.75	5.25	4.75	0	17	false
1031	15.25	5.25	4.75	0	20	false
1032	15.75	5.25	4.75	0	37	false
1033	16.25	5.25	4.75	0	40	false
1034	16.75	5.25	4.75	0	68	false
1035	17.25	5.25	4.75	0	68	false
1036	17.75	5.25	4.75	0	29	false
1037	18.25	5.25	4.75	0	1	false
1038	18.75	5.25	4.75	0	3	false
1039	19.25	5.25	4.75	0	12	false
1040	19.75	5.25	4.75	0	25	false
1041	20.25	5.25	4.75	0	6	false
1042	20.75	5.25	4.75	0	24	false
1043	21.25	5.25	4.75	0	45	false
1044	21.75	5.25	4.75	0	88	false
1045	22.25	5.25	4.75	0	97	false
1046	22.75	5.25	4.75	0	78	false
1047	23.25	5.25	4.75	0	52	false
1048	23.75	5.25	4.75	0	54	false
1049	24.25	5.25	4.75	0	58	false
1050	24.75	5.25	4.75	0	47	false
1051	25.25	5.25	4.75	0	68	false
1052	25.75	5.25	4.75	0	85	false
1053	26.25	5.25	4.75	0	90	false
1054	26.75	5.25	4.75	0	85	false
1055	27.25	5.25	4.75	0	72	false
1056	27.75	5.25	4.75	0	66	false
1057	28.25	5.25	4.75	0	58	false
1058	28.75	5.25	4.75	0	64	false
1059	29.25	5.25	4.75	0	82	false
1060	29.75	5.25	4.75	0	76	false
1061	30.25	5.25	4.75	0	99	false
1062	30.75	5.25	4.75	0	97	false
1063	31.25	5.25	4.75	0	97	false
1064	31.75	5.25	4.75	0	100	false
1065	32.25	5.25	4.75	0	94	false
1066	32.75	5.25	4.75	0	99	false
1067	33.25	5.25	4.75	0	91	false
1068	33.75	5.25	4.75	0	85	false
1069	34.25	5.25	4.75	0	84	false
1070	34.75	5.25	4.75	0	96	false
1071	35.25	5.25	4.75	0	45	false
1072	35.75	5.25	4.75	0	56	false
1073	36.25	5.25	4.75	0	81	false
1074	36.75	5.25	4.75	0	75	false
1075	37.25	5.25	4.75	0	87	false
1076	37.75	5.25	4.75	0	96	false
1077	38.25	5.25	4.75	0	86	false
1078	38.75	5.25	4.75	0	83	false
1079	39.25	5.25	4.75	0	68	false
1080	39.75	5.25	4.75	0	53	false
1081	40.25	5.25	4.75	0	25	false
1082	40.75	5.25	4.75	0	36	false
1083	41.25	5.25	4.75	0	20	false
1084	41.75	5.25	4.75	0	14	false
1085	42.25	5.25	4.75	0	14	false
1086	42.75	5.25	4.75	0	26	false
1087	43.25	5.25	4.75	0	13	false
1088	43.75	5.25	4.75	0	20	false
1089	44.25	5.25	4.75	0	20	false
1090	44.75	5.25	4.75	0	21	false
1091	45.25	5.25	4.75	0	10	false
1092	45.75	5.25	4.75	0	51	false
1093	46.25	5.25	4.75	0	50	false
1094	46.75	5.25	4.75	0	23	false
1095	47.25	5.25	4.75	0	71	false
1096	47.75	5.25	4.75	0	64	false
1097	48.25	5.25	4.75	0	7	false
1098	48.75	5.25	4.75	0	9	false
1099	49.25	5.25	4.75	0	27	false
1100	49.75	5.25	4.75	0	72	false
1101	0.25	5.75	4.25	0	11	true
1102	0.75	5.75	4.25	0	13	false
1103	1.25	5.75	4.25	0	22	false
1104	1.75	5.75	4.25	0	3	false
1105	2.25	5.75	4.25	0	14	false
1106	2.75	5.75	4.25	0	7	false
1107	3.25	5.75	4.25	0	7	false
1108	3.75	5.75	4.25	0	8	false
1109	4.25	5.75	4.25	0	6	false
1110	4.75	5.75	4.25	0	8	false
1111	5.25	5.75	4.25	0	41	false
1112	5.75	5.75	4.25	0	81	false
1113	6.25	5.75	4.25	0	95	false
1114	6.75	5.75	4.25	0	90	false
1115	7.25	5.75	4.25	0	57	false
1116	7.75	5.75	4.25	0	49	false
1117	8.25	5.75	4.25	0	46	false
1118	8.75	5.75	4.25	0	64	false
1119	9.25	5.75	4.25	0	92	false
1120	9.75	5.75	4.25	0	81	false
1121	10.25	5.75	4.25	0	50	false
1122	10.75	5.75	4.25	0	50	false
1123	11.25	5.75	4.25	0	85	false
1124	11.75	5.75	4.25	0	99	false
1125	12.25	5.75	4.25	0	89	false
1126	12.75	5.75	4.25	0	70	false
1127	13.25	5.75	4.25	0	42	false
1128	13.75	5.75	4.25	0	42	false
1129	14.25	5.75	4.25	0	25	false
1130	14.75	5.75	4.25	0	31	false
1131	15.25	5.75	4.25	0	25	false
1132	15.75	5.75	4.25	0	37	false
1133	16.25	5.75	4.25	0	40	false
1134	16.75	5.75	4.25	0	68	false
1135	17.25	5.75	4.25	0	2	false
1136	17.75	5.75	4.25	0	2	false
1137	18.25	5.75	4.25	0	1	false
1138	18.75	5.75	4.25	0	3	false
1139	19.25	5.75	4.25	0	24	false
1140	19.75	5.75	4.25	0	12	false
1141	20.25	5.75	4.25	0	11	false
1142	20.75	5.75	4.25	0	24	false
1143	21.25	5.75	4.25	0	45	false
1144	21.75	5.75	4.25	0	88	false
1145	22.25	5.75	4.25	0	73	false
1146	22.75	5.75	4.25	0	78	false
1147	23.25	5.75	4.25	0	83	false
1148	23.75	5.75	4.25	0	74	false
1149	24.25	5.75	4.25	0	74	false
1150	24.75	5.75	4.25	0	47	false
1151	25.25	5.75	4.25	0	68	false
1152	25.75	5.75	4.25	0	85	false
1153	26.25	5.75	4.25	0	65	false
1154	26.75	5.75	4.25	0	85	false
1155	27.25	5.75	4.25	0	73	false
1156	27.75	5.75	4.25	0	41	false
1157	28.25	5.75	4.25	0	58	false
1158	28.75	5.75	4.25	0	64	false
1159	29.25	5.75	4.25	0	82	false
1160	29.75	5.75	4.25	0	99	false
1161	30.25	5.75	4.25	0	99	false
1162	30.75	5.75	4.25	0	97	false
1163	31.25	5.75	4.25	0	97	false
1164	31.75	5.75	4.25	0	83	false
1165	32.25	5.75	4.25	0	98	false
1166	32.75	5.75	4.25	0	98	false
1167	33.25	5.75	4.25	0	80	false
1168	33.75	5.75	4.25	0	93	false
1169	34.25	5.75	4.25	0	80	false
1170	34.75	5.75	4.25	0	83	false
1171	35.25	5.75	4.25	0	65	false
1172	35.75	5.75	4.25	0	65	false
1173	36.25	5.75	4.25	0	81	false
1174	36.75	5.75	4.25	0	86	false
1175	37.25	5.75	4.25	0	94	false
1176	37.75	5.75	4.25	0	96	false
1177	38.25	5.75	4.25	0	92	false
1178	38.75	5.75	4.25	0	82	false
1179	39.25	5.75	4.25	0	77	false
1180	39.75	5.75	4.25	0	53	false
1181	40.25	5.75	4.25	0	14	false
1182	40.75	5.75	4.25	0	36	false
1183	41.25	5.75	4.25	0	7	false
1184	41.75	5.75	4.25	0	14	false
1185	42.25	5.75	4.25	0	14	false
1186	42.75	5.75	4.25	0	16	false
1187	43.25	5.75	4.25	0	13	false
1188	43.75	5.75	4.25	0	7	false
1189	44.25	5.75	4.25	0	7	false
1190	44.75	5.75	4.25	0	21	false
1191	45.25	5.75	4.25	0	41	false
1192	45.75	5.75	4.25	0	28	false
1193	46.25	5.75	4.25	0	42	false
1194	46.75	5.75	4.25	0	41	false
1195	47.25	5.75	4.25	0	34	false
1196	47.75	5.75	4.25	0	20	false
1197	48.25	5.75	4.25	0	3	false
1198	48.75	5.75	4.25	0	43	false
1199	49.25	5.75	4.25	0	67	false
1200	49.75	5.75	4.25	0	72	false
1201	0.25	6.25	3.75	0	11	true
1202	0.75	6.25	3.75	0	13	false
1203	1.25	6.25	3.75	0	9	false
1204	1.75	6.25	3.75	0	2	false
1205	2.25	6.25	3.75	0	2	false
1206	2.75	6.25	3.75	0	6	false
1207	3.25	6.25	3.75	0	2	false
1208	3.75	6.25	3.75	0	8	false
1209	4.25	6.25	3.75	0	7	false
1210	4.75	6.25	3.75	0	8	false
1211	5.25	6.25	3.75	0	41	false
1212	5.75	6.25	3.75	0	81	false
1213	6.25	6.25	3.75	0	95	false
1214	6.75	6.25	3.75	0	98	false
1215	7.25	6.25	3.75	0	73	false
1216	7.75	6.25	3.75	0	49	false
1217	8.25	6.25	3.75	0	48	false
1218	8.75	6.25	3.75	0	66	false
1219	9.25	6.25	3.75	0	66	false
1220	9.75	6.25	3.75	0	66	false
1221	10.25	6.25	3.75	0	60	false
1222	10.75	6.25	3.75	0	50	false
1223	11.25	6.25	3.75	0	36	false
1224	11.75	6.25	3.75	0	99	false
1225	12.25	6.25	3.75	0	89	false
1226	12.75	6.25	3.75	0	79	false
1227	13.25	6.25	3.75	0	89	false
1228	13.75	6.25	3.75	0	48	false
1229	14.25	6.25	3.75	0	25	false
1230	14.75	6.25	3.75	0	31	false
1231	15.25	6.25	3.75	0	50	false
1232	15.75	6.25	3.75	0	50	false
1233	16.25	6.25	3.75	0	40	false
1234	16.75	6.25	3.75	0	66	false
1235	17.25	6.25	3.75	0	84	false
1236	17.75	6.25	3.75	0	1	false
1237	18.25	6.25	3.75	0	6	false
1238	18.75	6.25	3.75	0	70	false
1239	19.25	6.25	3.75	0	24	false
1240	19.75	6.25	3.75	0	17	false
1241	20.25	6.25	3.75	0	11	false
1242	20.75	6.25	3.75	0	9	false
1243	21.25	6.25	3.75	0	32	false
1244	21.75	6.25	3.75	0	88	false
1245	22.25	6.25	3.75	0	74	false
1246	22.75	6.25	3.75	0	78	false
1247	23.25	6.25	3.75	0	83	false
1248	23.75	6.25	3.75	0	68	false
1249	24.25	6.25	3.75	0	68	false
1250	24.75	6.25	3.75	0	38	false
1251	25.25	6.25	3.75	0	74	false
1252	25.75	6.25	3.75	0	74	false
1253	26.25	6.25	3.75	0	65	false
1254	26.75	6.25	3.75	0	67	false
1255	27.25	6.25	3.75	0	30	false
1256	27.75	6.25	3.75	0	46	false
1257	28.25	6.25	3.75	0	63	false
1258	28.75	6.25	3.75	0	59	false
1259	29.25	6.25	3.75	0	87	false
1260	29.75	6.25	3.75	0	99	false
1261	30.25	6.25	3.75	0	99	false
1262	30.75	6.25	3.75	0	97	false
1263	31.25	6.25	3.75	0	66	false
1264	31.75	6.25	3.75	0	83	false
1265	32.25	6.25	3.75	0	88	false
1266	32.75	6.25	3.75	0	98	false
1267	33.25	6.25	3.75	0	80	false
1268	33.75	6.25	3.75	0	93	false
1269	34.25	6.25	3.75	0	80	false
1270	34.75	6.25	3.75	0	93	false
1271	35.25	6.25	3.75	0	87	false
1272	35.75	6.25	3.75	0	97	false
1273	36.25	6.25	3.75	0	96	false
1274	36.75	6.25	3.75	0	86	false
1275	37.25	6.25	3.75	0	94	false
1276	37.75	6.25	3.75	0	96	false
1277	38.25	6.25	3.75	0	92	false
1278	38.75	6.25	3.75	0	82	false
1279	39.25	6.25	3.75	0	77	false
1280	39.75	6.25	3.75	0	53	false
1281	40.25	6.25	3.75	0	13	false
1282	40.75	6.25	3.75	0	2	false
1283	41.25	6.25	3.75	0	7	false
1284	41.75	6.25	3.75	0	12	false
1285	42.25	6.25	3.75	0	5	false
1286	42.75	6.25	3.75	0	29	false
1287	43.25	6.25	3.75	0	29	false
1288	43.75	6.25	3.75	0	12	false
1289	44.25	6.25	3.75	0	15	false
1290	44.75	6.25	3.75	0	21	false
1291	45.25	6.25	3.75	0	41	false
1292	45.75	6.25	3.75	0	28	false
1293	46.25	6.25	3.75	0	42	false
1294	46.75	6.25	3.75	0	4	false
1295	47.25	6.25	3.75	0	20	false
1296	47.75	6.25	3.75	0	20	false
1297	48.25	6.25	3.75	0	8	false
1298	48.75	6.25	3.75	0	53	false
1299	49.25	6.25	3.75	0	61	false
1300	49.75	6.25	3.75	0	55	false
1301	0.25	6.75	3.25	0	47	true
1302	0.75	6.75	3.25	0	42	false
1303	1.25	6.75	3.25	0	13	false
1304	1.75	6.75	3.25	0	2	false
1305	2.25	6.75	3.25	0	9	false
1306	2.75	6.75	3.25	0	6	false
1307	3.25	6.75	3.25	0	2	false
1308	3.75	6.75	3.25	0	8	false
1309	4.25	6.75	3.25	0	1	false
1310	4.75	6.75	3.25	0	1	false
1311	5.25	6.75	3.25	0	16	false
1312	5.75	6.75	3.25	0	90	false
1313	6.25	6.75	3.25	0	100	false
1314	6.75	6.75	3.25	0	98	false
1315	7.25	6.75	3.25	0	60	false
1316	7.75	6.75	3.25	0	48	false
1317	8.25	6.75	3.25	0	37	false
1318	8.75	6.75	3.25	0	66	false
1319	9.25	6.75	3.25	0	66	false
1320	9.75	6.75	3.25	0	66	false
1321	10.25	6.75	3.25	0	70	false
1322	10.75	6.75	3.25	0	54	false
1323	11.25	6.75	3.25	0	69	false
1324	11.75	6.75	3.25	0	99	false
1325	12.25	6.75	3.25	0	89	false
1326	12.75	6.75	3.25	0	79	false
1327	13.25	6.75	3.25	0	76	false
1328	13.75	6.75	3.25	0	48	false
1329	14.25	6.75	3.25	0	13	false
1330	14.75	6.75	3.25	0	34	false
1331	15.25	6.75	3.25	0	50	false
1332	15.75	6.75	3.25	0	56	false
1333	16.25	6.75	3.25	0	48	false
1334	16.75	6.75	3.25	0	66	false
1335	17.25	6.75	3.25	0	84	false
1336	17.75	6.75	3.25	0	94	false
1337	18.25	6.75	3.25	0	41	false
1338	18.75	6.75	3.25	0	70	false
1339	19.25	6.75	3.25	0	65	false
1340	19.75	6.75	3.25	0	17	false
1341	20.25	6.75	3.25	0	29	false
1342	20.75	6.75	3.25	0	9	false
1343	21.25	6.75	3.25	0	23	false
1344	21.75	6.75	3.25	0	61	false
1345	22.25	6.75	3.25	0	74	false
1346	22.75	6.75	3.25	0	64	false
1347	23.25	6.75	3.25	0	83	false
1348	23.75	6.75	3.25	0	68	false
1349	24.25	6.75	3.25	0	45	false
1350	24.75	6.75	3.25	0	38	false
1351	25.25	6.75	3.25	0	39	false
1352	25.75	6.75	3.25	0	56	false
1353	26.25	6.75	3.25	0	27	false
1354	26.75	6.75	3.25	0	44	false
1355	27.25	6.75	3.25	0	30	false
1356	27.75	6.75	3.25	0	46	false
1357	28.25	6.75	3.25	0	63	false
1358	28.75	6.75	3.25	0	59	false
1359	29.25	6.75	3.25	0	92	false
1360	29.75	6.75	3.25	0	95	false
1361	30.25	6.75	3.25	0	99	false
1362	30.75	6.75	3.25	0	97	false
1363	31.25	6.75	3.25	0	66	false
1364	31.75	6.75	3.25	0	76	false
1365	32.25	6.75	3.25	0	78	false
1366	32.75	6.75	3.25	0	81	false
1367	33.25	6.75	3.25	0	81	false
1368	33.75	6.75	3.25	0	92	false
1369	34.25	6.75	3.25	0	80	false
1370	34.75	6.75	3.25	0	93	false
1371	35.25	6.75	3.25	0	87	false
